web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw,rooms,area,price
1662023807-1320,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=3,"5,5 Zimmer, 137 m², CHF 2480.—","Frohburgweg 13, 8180 Bülach, ZH",CHF 2480.—,«Tolle Maisonettewohnung zentral am Bahnhof Bülach»,"top5,5 Zimmer, 137 m², CHF 2480.—Frohburgweg 13, 8180 Bülach, ZH«Tolle Maisonettewohnung zentral am Bahnhof Bülach»Diese helle Wohnung an ruhiger und doch zentrumsnaher Lage bietet Ihnen folgende Annehmlichkeiten:- alle Wohnräume mit Parkettboden- offene Küche mit Geschirrspüler - und Glaskeramikherd- Küche mit Plattenboden- Bad/WC- Dusche/WC- Anschluss für eigene Waschmaschine- schöner Balkon- Kellerabteil Bei den Fotos handelt es sich um Musterbilder, welche den Ausbaustandard zeigen sollen. Die genaue Raumaufteilung können Sie dem Grundriss entnehmen.Die Liegenschaft befindet sich an zentraler und doch ruhiger Lage in einer Sackgasse. Der Bahnhof Bülach Anbieter kontaktierenKontaktieren",5.5,137,2480
1662023727-688,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=29,"3,5 Zimmer, 70 m², CHF 2640.—","Sihlhallenstrasse 28, 8004 Zürich, ZH",CHF 2640.—,«Am Puls des Stadtlebens»,"3,5 Zimmer, 70 m², CHF 2640.—Sihlhallenstrasse 28, 8004 Zürich, ZH«Am Puls des Stadtlebens»Wir vermieten diese schöne Wohnung im Herzen des Kreis 4. Der grosszügige Grundriss bietet Ihnen folgenden Ausbaustandard:- offene Küche- Geschirrspüler- Bad mit Badewanne- Parkettböden im Wohnbereich- Laminatböden im Schlafbereich- Plattenböden in Küche und Bad- Wandschrank und Garderobe in Korridor- sonniger BalkonDie Liegenschaft befindet sich im lebhaften Langstrassenquartier und ist bestens an den öffentlichen Verkehr erschlossen. Das Quartier ist nichts für Ruhesuchende und besticht mehrheitlich durch das breite Angebot an Gastrobetrieben",3.5,70,2640
1662023717-602,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=32,"3,5 Zimmer, 93 m², CHF 2340.—","Hänkelbodenstrasse 3, 8173 Neerach, ZH",CHF 2340.—,«Sonnige Gartenwohnung»,"3,5 Zimmer, 93 m², CHF 2340.—Hänkelbodenstrasse 3, 8173 Neerach, ZH«Sonnige Gartenwohnung»Per sofort oder nach Vereinbarung vermieten wir diese helle und grosszügige 3.5 Zimmer-Gartenwohnung. Sie befindet sich an einer kaum befahrenen Nebenstrasse und hat bei schönem Wetter ganztags Sonne.-Sehr geräumiges Wohn-/Esszimmer mit offener Küche- 2 Gartensitzplätze, welche über eine Wiese miteinander verbunden sind- Schlafzimmer mit direktem Zugang zum grossen Badezimmer- Bad/WC mit halbrunder Eckbadewanne- Sep. Dusche/WC- Eigener Waschturm- Einbauschränke im Eingangsbereich- TV/Radio- und Telefonanschlüsse in allen Zimmern- Einkaufsmöglic",3.5,93,2340
1662023745-830,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=23,"5 Zimmer, 130 m², CHF 2390.—","Oberdorfstr. 98, 8600 Dübendorf, ZH",CHF 2390.—,"«Besichtigung: Montag, 5. September 2022, 17.00 - 18.00 Uhr»","5 Zimmer, 130 m², CHF 2390.—Oberdorfstr. 98, 8600 Dübendorf, ZH«Besichtigung: Montag, 5. September 2022, 17.00 - 18.00 Uhr»Neu",5.0,130,2390
1662023761-947,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=18,"1 Zimmer, CHF 1500.—","Flurstrasse 12/14, 8302 Kloten, ZH",CHF 1500.—,«Singles willkommen!»,"1 Zimmer, CHF 1500.—Flurstrasse 12/14, 8302 Kloten, ZH«Singles willkommen!»Einziehen und wohlfühlen ist hier die Devise.Profitieren Sie an diesem Standort von einer zentralen Wohnlage und geniessen Sie die Nähe zum weltbekannten Flughafen Zürich.Ihre neue Wohnoase überrascht Sie mit folgenden Highlights, welche im Mietpreis inklusive sind:-Hochwertige und komplette Einrichtung-WLAN, TV, Radio (im Preis inbegriffen!)-Badezimmer mit Dusche und WC-Voll ausgestattete Kochnische-Kaffeemaschine, Teekocher-Zusätzliche ausgestattete Küche auf jedem StockwerkLeben Sie ab sofort oder nach Vereinbarung in Ihren eigenen vier WändAnbieter kontaktierenKontaktieren",1.0,,1500
1662023761-958,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=18,"4,5 Zimmer, 88 m², CHF 1880.—","Brandstr. 7, 8340 Hinwil, ZH",CHF 1880.—,«Mieten ohne Kaution - grosszügige Wohnung an kinderfreundlicher Liegenschaft»,"4,5 Zimmer, 88 m², CHF 1880.—Brandstr. 7, 8340 Hinwil, ZH«Mieten ohne Kaution - grosszügige Wohnung an kinderfreundlicher Liegenschaft»Suchen Sie eine neue und moderne Wohnung ? Wir haben das Richtige für Sie. - Küche nach neuesten Standards mit Glaskeramikherd und Geschirrspüler - Ganze Wohnung Parkett- Küche und Badezimmer mit Plattenboden- Bad/WC mit Fenster- Sep WC mit Lavabo- Wandschrank im Korridor- Balkon- Keller- Einkaufsmöglichkeiten in nächster Nähe- Aussenabstellplätze für monatlich CHF 60.- Die Umgebung begeistert mit schöner Bepflanzung und Kinderspielplätzen.Die Fotos zeigen den Standart.Anbieter kontaktierenKontaktieren",4.5,88,1880
1662023774-1043,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=14,"3 Zimmer, 63 m², CHF 1913.—","Blauäcker 18/20/22, 8051 Zürich, ZH",CHF 1913.—,«Zentrale Wohnlage am Schwamendingenplatz»,"3 Zimmer, 63 m², CHF 1913.—Blauäcker 18/20/22, 8051 Zürich, ZH«Zentrale Wohnlage am Schwamendingenplatz»Wir vermieten per sofort oder nach Vereinbarung diese helle 3- Zimmerwohnung, welche Ihnen nebst dem ansprechenden Grundriss folgende Annehmlichkeiten bietet:- Wohnzimmer mit Parkettboden- Schlafzimmer mit Linolboden- Helle Küche- Backofen- Glaskeramikhemd- Badezimmer mit WC und Badewanne- Einbauschränke- Kellerabteil Es handelt sich um Musterbilder, die den Ausbaustandard zeigen.In unmittelbarer Nähe befindet sich die Haltestelle ""Zürich, Schwamendingerplatz"" mit regelmässigen Tram- sowie Busverbindungen ins Stadtzentrum, von wo aus Sie VerbinAnbieter kontaktierenKontaktieren",3.0,63,1913
1662023742-794,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=24,"5,5 Zimmer, CHF 2100.—","8632 Tann, ZH",CHF 2100.—,"«New price! LETZTE WOHNUNG: HELL, RENOVIERT, ZENTRAL»","5,5 Zimmer, CHF 2100.—8632 Tann, ZH«New price! LETZTE WOHNUNG: HELL, RENOVIERT, ZENTRAL»Diese geräumige, lichtdurchflutete Wohnung ist sehr zentral gelegen und bietet eine gute Raumaufteilung mit viel Platz. Die Wohnung erstrahlt dank umfassender und hochwertiger Renovation im neuen Glanz. Zwei Balkone machen es möglich die Sonne und die Weitsicht den ganzen Tag zu geniessen. Im Badezimmer steht ausserdem eine eigene Waschmaschine als auch ein Tumbler zur Verfügung. Die praktische Lage ermöglicht es zu Fuss innert zwei Minuten am Bahnhof Rüti ZH zu sein. Ein gedeckter Abstellplatz für Autos mit einem abschliessbarem Abstellraum kaAnbieter kontaktierenKontaktieren",5.5,,2100
1662023733-729,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=27,"2,5 Zimmer, 71 m², CHF 2130.—","Jägerstrasse 59, 8406 Winterthur, ZH",CHF 2130.—,«Ihr Zuhause über den Dächern von Winterthur»,"2,5 Zimmer, 71 m², CHF 2130.—Jägerstrasse 59, 8406 Winterthur, ZH«Ihr Zuhause über den Dächern von Winterthur»Willkommen über den Dächern von Winterthur. Die 60 Mietwohnungen bieten sowohl ein einzigartiges Wohngefühl als auch ein grosses Mass an modernstem Wohnkomfort. Zudem profitieren Sie von einem durch und durch nachhaltigen Projekt mit Minergie P und greenproperty-Gütesiegel, einem energiesparenden Holzbau für ein wohltuendes Raumklima sowie von einem einzigartigen Weitblick. Die 2.5 Zimmer-Wohnungen bieten Ihnen folgenden Komfort: Offener, lichtdurchfluteter Wohn-/Essbereich Hochwertige Küche mit modernsten Geräten  Elegantes Badezimmer mit BadeAnbieter kontaktierenKontaktieren",2.5,71,2130
1662023780-1098,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=12,"4,5 Zimmer, CHF 1900.—","Gertrudstrasse 7, 8953 Dietikon, ZH",CHF 1900.—,«Gemütliche 4.5-Zimmer Wohnung»,"4,5 Zimmer, CHF 1900.—Gertrudstrasse 7, 8953 Dietikon, ZH«Gemütliche 4.5-Zimmer Wohnung»Nach Vereinbarung vermieten wir diese attraktive 4.5-Zimmer Wohnung. Die Wohnung verfügt über folgende Besonderheiten:-Parkettböden- Küche / Bad Plattenboden- grosszügiger Balkon und Sitzplatz- Küche mit Glaskeramik, Backofen und Geschirrspüler- Granitabdeckung in der Küche- Bad/WC mit BadewanneDas Haus wurde im Jahr 2006 saniert. Die öffentlichen Verkehrsmittel und Schulen erreichen Sie innert wenigen Gehminuten. Einkaufsmöglichkeiten und Freizeitaktivitäten sind innert 10 Autominuten erreichbar.Hinweis: Haustiere sind nicht erlaubt.Haben wir Anbieter kontaktierenKontaktieren",4.5,,1900
1662023783-1126,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=11,"4,5 Zimmer, 115 m², CHF 2480.—","Grundstrasse 24, 8320 Fehraltorf, ZH",CHF 2480.—,"«""Leben im Dorf - nahe den Zentren""»","4,5 Zimmer, 115 m², CHF 2480.—Grundstrasse 24, 8320 Fehraltorf, ZH«""Leben im Dorf - nahe den Zentren""»Wir vermieten diese einzigartige und grosszügige 4.5-Zimmerwohnung in einer ruhig gelegenen und grünen Wohnsiedlung. Diese schöne Wohnung überzeugt unter anderem mit den folgenden Annehmlichkeiten:- alle Zimmer mit Parkettboden- grosszügiges und lichtdurchflutetes Wohnzimmer- offene und moderne Küche- mit Granitabdeckung- mit Geschirrspüler- mit Steamer- modernes Bad/WC- moderne Dusche/WC- eigener Waschturm- grosszügiger und sonniger Balkon- grosses Kellerabteil- LiftEs handelt sich um Musterbilder, die den Ausbaustandard zeigen. Die genaue RauAnbieter kontaktierenKontaktieren",4.5,115,2480
1662023771-1025,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=15,"4 Zimmer, 70 m², CHF 1911.—","Vogelsangstrasse 4, 8307 Effretikon, ZH",CHF 1911.—,«Ruhige und dennoch zentrale Lage»,"4 Zimmer, 70 m², CHF 1911.—Vogelsangstrasse 4, 8307 Effretikon, ZH«Ruhige und dennoch zentrale Lage»Per 01.11.2022 vermieten wir diese helle und schöne 4.0-Zimmerwohnung. Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohn- und Schlafzimmer mit ParkettbodenBadezimmer mit pflegeleichtem PlattenbodenKüche mit Glaskeramikherd, Backofen und viel Stauraum für Ihre KüchenutensilienBadezimmer mit WC, Lavabo, Spiegelschrank und BadewanneBalkon für gemütliche SonnenstundenEigenes KellerabteilWaschküche und Trockenraum zur MitbenutzungVeloraum vorhandenHaustiere sind erlaubt.Umgebung:Liegenschaft verfügt über einen SpielplatzDiverse Restaurants undAnbieter kontaktierenKontaktieren",4.0,70,1911
1662023786-1134,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=10,"3,5 Zimmer, 87 m², CHF 2280.—","Ueberlandstr. 14, 8953 Dietikon, ZH",CHF 2280.—,«Moderne Wohnung mit Loggia»,"3,5 Zimmer, 87 m², CHF 2280.—Ueberlandstr. 14, 8953 Dietikon, ZH«Moderne Wohnung mit Loggia»An optimaler Lage zwischen dem Naherholungsgebiet an der Limmat und Zürich vermieten wir eine 3 1/2-Zimmerwohnung. Die Wohnung bietet Wohnkomfort für Jung und Alt, Paare und Singles. Gleichzeitig sorgt die gute Infrastruktur für hohe Lebensqualität und bietet viele Möglichkeiten zur Freizeitgestaltung. Überzeugen Sie sich selbst.Ausbau-Grosszügiger Wohn- und Essbereich-Edler Parkettboden aus Räuchereiche-Begehbare Ankleide-Freistehende, ovale Badewanne-Loggia-Eigene Waschmaschine und Tumbler-KellerabteilDie Fotos sind Musterfotos und zeigen denAnbieter kontaktierenKontaktieren",3.5,87,2280
1662023698-477,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=38,"4,5 Zimmer, 110 m², CHF 2160.—","Obere Fischbachstrasse 14, 8932 Mettmenstetten, ZH",CHF 2160.—,«Wunderschöne Wohnung an ruhiger Lage!»,"4,5 Zimmer, 110 m², CHF 2160.—Obere Fischbachstrasse 14, 8932 Mettmenstetten, ZH«Wunderschöne Wohnung an ruhiger Lage!»Wir vermieten diese tolle und gut konzipierte 4.5 Zimmer-Wohnung mit schönen Ausblick. Die Wohnung bietet Ihnen schönen Wohnraum und liegt in einem ruhigen Quartier mit viel grüner Umgebung. Im vorhandenen Spielplatz dürfen Ihre Kinder nach Herzenslust spielen und sich austoben.Die Wohnung wird Sie mit folgenden Charaktereigenschaften überzeugen:Plattenboden in Küche und BadezimmerParkettboden in Wohn- und SchlafbereichOffene, zeitlose Küche mit Glaskeramikherd und Geschirrspülergrosszügiges Schlafzimmer/Studio mit Ankleidekabine und BadezimmerAnbieter kontaktierenKontaktieren",4.5,110,2160
1662023758-918,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=19,"3,5 Zimmer, 88 m², CHF 1840.—","Krummibuckweg 6, 8157 Dielsdorf, ZH",CHF 1840.—,«Gemütliche Wohnung mit Blick ins Grüne»,"3,5 Zimmer, 88 m², CHF 1840.—Krummibuckweg 6, 8157 Dielsdorf, ZH«Gemütliche Wohnung mit Blick ins Grüne»Wir vermieten per 01. Oktober 2022 eine attraktive Wohnung an ruhiger Lage und Nähe zum Bahnhof.Weitere Vorzüge dieser Wohnung sind: - Gut möblierbarer Grundriss- Wohnbereich mit Parkett, Küche und Bad mit Plattenboden- Moderne Küche mit GK und GS- Bad mit Wanne und WC - Grosser, gut besonnter Balkon- Ruhiges, familienfreundliches Wohnquartier- Nähe ÖV, Schule und Einkauf- Einstellplätze für CHF 130. anmietbarNaherholungsgebiet zum Entspannen in unmittelbarer Nähe! Bahnhof, Dorfkern und neues Einkaufszentrum in 2 Gehminuten erreichbar.Haben wirVirtuelle TourAnbieter kontaktierenKontaktieren",3.5,88,1840
1662023727-696,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=29,"2,5 Zimmer, 67 m², Preis auf Anfrage","Hagenholzstrasse 55, 8050 Zürich, ZH",Preis auf Anfrage,«Exklusive Apartments im Tower55 - Oerlikon»,"2,5 Zimmer, 67 m², Preis auf AnfrageHagenholzstrasse 55, 8050 Zürich, ZH«Exklusive Apartments im Tower55 - Oerlikon»Exklusive ApartmentsResidieren im Tower55 mit Blick auf die Skyline von Zürich. Der neue Leuchtturm im trendigen Zürich-Oerlikon bietet hochwertig ausgestattete, lichtdurchflutete 2.5 bis 4.5-Zimmer Apartments mit grandioser Aussicht zur Miete. Die Adresse für Menschen mit höchsten Ansprüchen, die das metropolitane Lebensgefühl suchen, die Nähe zum Zentrum Zürich schätzen, aber auch gerne in die Ferne reisen und darum die Nähe zum Hauptbahnhof und Flughafen schätzen. Willkommen in Ihrem neuen Wohntraum - der Tower fifty five ist ab Spätsommer 2",2.5,67,
1662023701-496,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=37,"4,5 Zimmer, 136 m², CHF 2610.—","Grundstrasse 14, 8934 Knonau, ZH",CHF 2610.—,«geräumig & weitläufig»,"4,5 Zimmer, 136 m², CHF 2610.—Grundstrasse 14, 8934 Knonau, ZH«geräumig & weitläufig»Die 4.5-Zi-Wohnung verfügt über einen hochwertigen Ausbaustandard und wird höchsten Ansprüchen gerecht. Die Wohnung bietet folgende Eigenschaften: - grosszügiges Wohnen auf 121 m²- moderne, halboffene Küche mit genügend Platz für einen Esstisch- Schlafzimmer mit elegantem Parkettboden- grossflächiger, sonniger Balkon mit Lattenrostboden- geräumiger Garderobenbereich mit Einbauschränken- ein grosses Badezimmer mit Badewanne- ein grosses Badezimmer mit Dusche- eigener Keller, ausgestattet mit Waschmaschine und WäschetrocknerZusätzlich kann in der",4.5,136,2610
1662023761-942,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=18,"1,5 Zimmer, 25 m², CHF 2100.—","Badenerstrasse 250, 8004 Zürich, ZH",CHF 2100.—,"«Big City Life - Hochwertiger, cleverer Innenausbau - Kreis 4»","1,5 Zimmer, 25 m², CHF 2100.—Badenerstrasse 250, 8004 Zürich, ZH«Big City Life - Hochwertiger, cleverer Innenausbau - Kreis 4»In der begehrten Wohnsiedlung Zürich-Lochergut an der Badenerstrasse 250 entsteht ein neues, topmodernes Mehrfamilienhaus. An bester Wohnlage vermieten wir per sofort oder nach Vereinbarung, 30 möblierte 1.5 - 3.5 Zimmer-Luxus-Mietwohnungen mit hochwertigem Innenausbau. Lassen Sie sich von den neu erstellten Mietobjekten inspirieren. Die Liegenschaft ist mit einem Lift ausgestattet - diese Wohnung ist rollstuhlgängig.*IM MIETZINS INBEGRIFFEN*:- Sämtliche Nebenkosten: Strom, Wasser und Heizung- 1 TV / inkl. WLANDieses Angebot bietet folgende *MeAnbieter kontaktierenKontaktieren",1.5,25,2100
1662023764-982,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=17,"3,5 Zimmer, 83 m², CHF 1770.—","Weststr. 131, 8408 Winterthur, ZH",CHF 1770.—,«Traumhafte Maisonettewohnung! MIETEN OHNE KAUTION»,"3,5 Zimmer, 83 m², CHF 1770.—Weststr. 131, 8408 Winterthur, ZH«Traumhafte Maisonettewohnung! MIETEN OHNE KAUTION»- Wohnbereich, Korridor und Küche Parkett- Küche mit Glaskeramikherd und Geschirrspüler- Helles Bad/WC mit Doppellavabo- Eigener Waschturm in der Wohnung- Galerie- Praktischer Abstellraum- Balkon mit Ausblick- Verkehrsgünstige Lage- Autobahnanschluss Zürich/St. Gallen in 2 Minuten- In Stadtnähe, ideale Einkaufsmöglichkeiten(Die Fotos entsprechen dem Standard)Anbieter kontaktierenKontaktieren",3.5,83,1770
1662023717-623,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=32,"4,5 Zimmer, 85 m², CHF 1710.—","Eschfeld 5, 8934 Knonau, ZH",CHF 1710.—,«Wohnung an zentraler Lage zu vermieten»,"4,5 Zimmer, 85 m², CHF 1710.—Eschfeld 5, 8934 Knonau, ZH«Wohnung an zentraler Lage zu vermieten»Wir vermieten per 01. Oktober 2022 oder nach Vereinbarung eine Wohnung an guter und zentraler Lage.Die Wohnung verfügt über folgende Ausstattung:- Wohn- sowie Schlafzimmer mit Laminat- Küche und Nasszelle mit Plattenboden- offene, helle Küche mit Fenster sowie Glaskeramikherd, Geschirrspüler- Bad/WC (ohne Fenster)- Garderobe im Eingangsbereich- AbstellraumDie Wohnung verfügt über einen Balkon. Ein Kellerabteil steht ihnen ebenso zur Verfügung. Haustiere sind in dieser Liegenschaft erlaubt.Falls gewünscht kann einen Abstellplatz für monatlich Fr",4.5,85,1710
1662023755-899,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=20,"3,5 Zimmer, 94 m², CHF 2600.—","Gottlieb-Binder-Strasse 7, 8802 Kilchberg ZH, ZH",CHF 2600.—,«Moderne Wohnung an idyllischer Lage»,"3,5 Zimmer, 94 m², CHF 2600.—Gottlieb-Binder-Strasse 7, 8802 Kilchberg ZH, ZH«Moderne Wohnung an idyllischer Lage»Der Besichtigungstermin findet am Donnerstag, 1. September 2022 von 16.00 Uhr - 16.30 Uhr statt. Eine Voranmeldung ist nicht notwendig. Bitte bei ""Sonneborn"" klingeln.Diese attraktive Liegenschaft befindet sich an erhöhter, ruhiger und grüner Wohnlage. Das Naherholungsgebiet liegt direkt vor der Haustüre. Einkaufsmöglichkeiten sind innert 5 Minuten erreichbar. Die Stadt Zürich ist ca. 10 Fahrminuten entfernt. In der Gemeinde Kilchberg profitieren Sie zudem von einem tiefen Steuersatz.Die wundervolle Wohnung wurde 2011 komplett saniert. Das lich",3.5,94,2600
1662023755-902,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=20,"2 Zimmer, 46 m², CHF 1490.—","Oberfeldstrasse 2, 8408 Winterthur, ZH",CHF 1490.—,«Schöne 2-Zimmer-Wohnung mit Balkon»,"2 Zimmer, 46 m², CHF 1490.—Oberfeldstrasse 2, 8408 Winterthur, ZH«Schöne 2-Zimmer-Wohnung mit Balkon»Wir vermieten per 01.10.2022 diese schöne 2-Zimmerwohnung im 2. OG (ohne Lift) in Winterthur, welche folgenden Ausbaustandard zu bieten hat:- Küche mit Glaskeramik und grossem Kühlschrank- grosses Bad mit Fenster- Wohn- und Schlafzimmer mit Parkett- Balkon- Kellerabteil- Estrichabteil Geniessen Sie die Vorteile des stadtnahen Wohnens und gleichzeitig die Möglichkeit, in der nahen Natur Erholung vom Alltagsstress zu finden. Nutzen Sie zugleich die vielen Freizeitmöglichkeiten in den umliegenden Naherholungs- und Grünzonen. Lassen Sie sich bei ei",2.0,46,1490
1662023774-1048,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=14,"3,5 Zimmer, 93 m², CHF 2255.—","Robert-Sulzer-Gasse 4, 8400 Winterthur, ZH",CHF 2255.—,«Wohnwerk Winterthur: wo alles da und nah ist»,"3,5 Zimmer, 93 m², CHF 2255.—Robert-Sulzer-Gasse 4, 8400 Winterthur, ZH«Wohnwerk Winterthur: wo alles da und nah ist»Winterthurer Lokstadt: Wo gestern noch Werkstätten für die Produktion vonLokomotiven waren, ist bereits heute ein erschwinglicher Wohn- und Arbeitsraum in jeder Lebensphase entstanden. Ausgerichtet an den Zielen der 2000-Watt-Gesellschaft wird Lebensqualität gross geschrieben.Die Überbauung Krokodil, zu der auch das Wohnwerk gehört, liegt direkt am lebendigen Dialogplatz. Gastronomieangebote, Einkaufsmöglichkeiten sowie der Anschluss an den öffentlichen Verkehr befinden sich in unmittelbarer Umgebung.Die Wohnung ist, wie das gesamte Gebäude, duNeu",3.5,93,2255
1662023707-533,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=35,"3,5 Zimmer, 65 m², CHF 1520.—","Noeschikonerstr. 24, 8155 Niederhasli, ZH",CHF 1520.—,«Moderne Wohnung an sonniger Lage»,"3,5 Zimmer, 65 m², CHF 1520.—Noeschikonerstr. 24, 8155 Niederhasli, ZH«Moderne Wohnung an sonniger Lage»Geniessen Sie auf dem Balkon Ihrer zukünftigen Wohnung traumhafte Sonnenuntergänge. Ihr neues Zuhause befindet sich nahe dem Dorfkern in einem gepflegten und ruhigen Mehrfamilienhaus, in dem Sie sich wohlfühlen werden. Einkaufsmöglichkeiten und der öffentliche Verkehr sind in wenigen Gehminuten erreichbar. Für Ihre Wohnqualität:- Wohnzimmer mit Parkettboden- Küche mit Geschirrspüler, Glaskeramikherd und Granitabdeckung- Geräumiges Badezimmer/WC mit Badewanne- Einbauschrank im Korridor- Grosser Balkon- Eigenes Kellerabteil für zusätzlichen Staur",3.5,65,1520
1662023786-1140,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=10,"2,5 Zimmer, 56 m², CHF 1320.—","Gschwaderstrasse 40, 8610 Uster, ZH",CHF 1320.—,«Besichtigen - Einziehen - Wohlfühlen»,"2,5 Zimmer, 56 m², CHF 1320.—Gschwaderstrasse 40, 8610 Uster, ZH«Besichtigen - Einziehen - Wohlfühlen»Wir vermieten per sofort oder nach Vereinbarung diese 2.5-Zimmerwohnung an ruhiger Lage.Die Wohnung wir nur noch befristet bis Ende Oktober 2023 vermietet.Diese Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohn- und Schlafzimmer mit ParkettbodenGrosszügie und helle ZimmerKüche mit Glaskeramikherd, Geschirrspüler, Backofen und StauraumBadezimmer mit WC, Lavabo mit integrierter Kommode, Spiegelschrank und BadewanneSeparates Gästebad mit WC, Lavabo, Spiegelschrank und DuscheBalkon für gemütliche SonnenstundenSeparates Kellerabteil im UntergeschoAnbieter kontaktierenKontaktieren",2.5,56,1320
1662023764-967,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=17,"3,5 Zimmer, 93 m², CHF 2170.—","Webereistrasse 3, 8953 Dietikon, ZH",CHF 2170.—,«Weissdornhof - Heimelige 3.5-Zimmerwohnung in Dietikon»,"3,5 Zimmer, 93 m², CHF 2170.—Webereistrasse 3, 8953 Dietikon, ZH«Weissdornhof - Heimelige 3.5-Zimmerwohnung in Dietikon»Im Herzen von Dietikon vermieten wir per 1. November 2022 oder nach Vereinbarung eine attraktive Wohnung mit Charme. Diese bietet Ihnen nebst dem grosszügigen Grundriss die folgenden Annehmlichkeiten:- sämtliche Wohnräume mit hellem Eichenparkettboden- grosszügiger Wohn- und Essbereich- offene, moderne Küche - mit Glaskeramikherd und Geschirrspüler- mit Combisteamer (Backen und Steamer)- modernes Bad/WC - Einbauschrank im Entrée- nützliches Reduit - mit eigenem Waschturm- Kellerabteil- gemütliche Loggia- LiftBei den Bildern handelt es sich um V",3.5,93,2170
1662023786-1139,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=10,"2,5 Zimmer, 69 m², CHF 4200.—","Ankerstr. 114 / Müllerstr. 71, 8004 Zürich, ZH",CHF 4200.—,«Neubauwohnung nähe Helvetiaplatz - Bezug per 01.10.2022»,"2,5 Zimmer, 69 m², CHF 4200.—Ankerstr. 114 / Müllerstr. 71, 8004 Zürich, ZH«Neubauwohnung nähe Helvetiaplatz - Bezug per 01.10.2022»Zentral inmitten der kulturell gewachsenen und modern gewandelten Umgebung, prägt das Platz4-Projekt die Entwicklung im neuen Kreis 4. Platz4 kombiniert die urbane Moderne mit klassischem Charme. Lebensfreude pur. 24/7, rund um die Uhr. 365 Tage im Jahr.- modern designte Küche - keramische Bodenplatten in Parkettoptik - Nasszelle mit hellen keramischen Platten- grosse Dusche- Waschturm in jeder Wohnung- Wände mit Weissputz- Decken mit weissputz - Vorhangschienen bei allen Fenstern- elektrische Aluminiumverbundraffstoren - überhohen Decken- BalkAnbieter kontaktierenKontaktieren",2.5,69,4200
1662023793-1184,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=8,"3,5 Zimmer, 65 m², CHF 3330.—","Dörflistrasse 112, 8050 Zürich, ZH",CHF 3330.—,"«3.5 Zr im Oerlikon, z.F z. Bahnhof, voll möbliert, flex. Sofortbuchung»","3,5 Zimmer, 65 m², CHF 3330.—Dörflistrasse 112, 8050 Zürich, ZH«3.5 Zr im Oerlikon, z.F z. Bahnhof, voll möbliert, flex. Sofortbuchung»Genießen Sie einen optimierten, problemlosen und schnellen Buchungsprozess mit individuellen Preisen basierend auf Ihrer Aufenthaltsdauer und erhalten Sie Zugang zu den besten Wohnungen von Zürich! und das alles im Rahmen flexibler Mietverträge!Erleben Sie mit Blueground Zürich ein neues Lebensgefühl!Schließe jetzt einen Mietvertrag für 12+ monate zum günstigen Tarif von 3330 CHF.Richtpreise/Mietdauer:6-monatiger Mietdauer: CHF 3490 */p.M.3-monatiger Mietvertrag: CHF 3650 */p.M.2-monatiger Mietvertrag: CHF 3860 */p.M.1-monatiger Mietvertrag: CHNeuVirtuelle Tour",3.5,65,3330
